00KSCJkYb8JKa4Y3	rock,german,progressive,emo
XsLVhtAZYAGyU9TM	soundtrack,across the universe,beatles cover,cover
XsOQdYxpTVAAXDyB	soul,pretty,favorite by this singer,mood music,romantic tension
XsjkGcnoc1VoAqxP	90s,indie,rock,britpop,alternative
XskinVicWZuFCiHk	2017,mellow,soundtrack
Xsn45OVRvTp8sLih	acoustic,rock,alternative rock,indie,alternative
XspOY1uDjDph8fJb	pop,soundtrack,british,catchy,pop,british,britpop
XstboCzUM7d2lpvM	progressive rock,great song,my life will never be the same
XtEgXAANLRIc7RMm	trip-hop,electronic,2018,soul,post-dubstep
XvhdohqZjnkSplwE	piano anthems,folk,piano,female vocalist
Xvl7dNu8EFHBjMPc	indie rock,indie,catchy,rock,female vocalists,indie,female vocalists,indie rock
Xw6Y6qiJSnxrpLEA	k-pop,tiffany,taeyeon,seohyun,girls generation
XwICWsErA3Jqr8zd	metalcore,post-hardcore,hardcore,metal
XxHlcqd14zUl27sB	hip-hop,hip hop,rap
XxbWaP3M3hV0oZ1x	post-hardcore,screamo,emocore,hardcore,post-hardcore,screamo,emocore
XxiMx87wy4EZZXhC	folk,remix,duet,christmas
XxtWm402gPrx45JM	rock,indie,spanish,indie pop,para escuchar,mola
Xxv9egxd82oCbCIk	motown,soul,60s,oldies
XyBGVJ5FnlKM4MWc	post-rock,alternative rock,french
XyGYoILN64JOsKYB	gothic metal,metal,doom metal,gothic rock,gothic metal,doom metal,metal
XyYUK22MNZA7eFHN	stick it on repeat,pop,backstreet boys,bsb
XyxTw8us7ASDlBhB	country,70s,female vocalists,classic country,oldies
XzKI5YFUGcWVhPSp	pop rock,jonas brothers,pop,love at first listen,male vocalists
XzNzAffA1PxK9jXs	rnb,russian,pop,russia
XzTOWllUxcUYbJaj	american,folk,folk rock,love at first listen,folk,indie,folk rock
Xzpc3XmT0qJsl3Hf	industrial metal,black metal,metal,industrial
Y037pdL1ZrnrbBjh	reggae,80s,dance,pop
Y08V5qGr2GtCbxPX	eurodance,pop,dance
Y0HXGXSuieokwB23	indie,indie rock,2018,indie pop,rock,alternative
Y147dMwTVZxomRyS	2014,indie rock,indie,folk rock,rock,soul
Y1DNp71eiqbflCUK	90s,alternative,alternative rock,rock,toad the wet sprocket
Y2453AJtvRHgPIv5	british,happy,party,pop,indie pop,pop,pop rock,british
Y2DmbilZLKMAjxbm	indie pop,indie,2013 single
Y2LFpvsH3nRdyySb	rap,underground hip-hop
Y2m4UPJQmT8sybBw	rock,alternative,irish,alternative rock,rock,classic rock,u2
Y3UkgwteqedusUjK	house,electronic,dance,electro,electro house
Y3q16Fx6YyoveTd9	reggae,chill
Y3uizboue7dK9TRq	alternative,ambient,art pop,electronic,alternative,experimental
Y44RACH2ctI7Eo7V	electronic,french,electro,electronic,french,electro
Y4eMep7RqOPaYfFl	indie rock,indie,new wave,post-punk,rock,2013
Y4jJEkrX3Ym4VtEE	post-punk,gothic rock
Y5KuJaWFKOqg6YI6	metalcore,metal,hardcore,rock,atreyu
Y6FNahjycLnr7M2P	folk,pop,emo,chilean,postpop
Y6SBSRcHNa6sELAU	cover,industrial,industrial metal,rock,metal
Y6Y35PTI0QmfIkW1	axe,female vocalists,mpb,brazilian,ivete sangalo,pop
Y722vCfq53x0toL6	black metal,norwegian black metal,kill for the goat,dark ambient
Y7k1y1ieO6XUUbyL	rock,brazilian,pitty,brazilian rock
Y8DU49f9VsUXi2gq	indie,alt-country,indie rock,rock
Y8F7T3nS7upMzHQ8	shoegaze,psychedelic
Y8R5BpnNHJmjgO8w	2019,indie,female vocalists,dream pop
Y9Ou3KL4ABNVACkC	post-punk,alternative,rel-yr:2014,club-dance rock
YBGANR5f7Hl3dDkW	electroclash,house,electronic,electro,dance
YBV228QQDjtpqvKa	experimental,noise rock,math rock,noise,avant-garde
YBh5RPi2buFZB7jN	progressive metal,experimental,avant-garde,avant-garde metal,progressive metalcore
YBnRQGFsQ0oQ363W	pop punk,rock,punk rock,alternative
YC4Jcr0Mpa4ATQks	indie rock,indie,rock,alternative,alternative rock,00s
YCCO39sq8eRAMnJs	pop,german,acoustic,singer-songwriter
YDiJfkrG41MOwfPM	fip,jazz
YE7kmhY5oHfzCHsl	rap,hip-hop,emo,post-nerdcore,sad
YEC2ppg7aemXb6oR	love at first listen,dark,pop,indie
YEGh41PUWjqeZgKA	folk,rock,the kelly family,angel
YEHh79g2xBD0ASyL	indie rock,dream pop,argentina,indie,indie rock,dream pop,argentina
YFHz1odL8C1aRBnx	hip-hop,rap,cleveland,hip hop,mgk,machine gun kelly
YFzjDdmMf3UQnZvs	punk,punk rock,80s,rock,british
YG8LkHPAOO6NO1I4	pop punk,emo punk
YGYD7MvP7DWUHNLI	rock,indie,2016,british,alternative,rock,indie,alternative
YHEaZwHuTyp5BhA6	industrial,rock,electronic,techno,big beat,electronic,techno,industrial
YHN7tHSb3iRsYWkP	k-pop,korean
YHeh8ZTEv3Q86BVb	usher,rnb,soul,love
YHkD8Y5ceAUFhuJK	michael jackson,pop,awesome,great songs
YHqx641tn3T3vuNZ	death metal,metal
YHupaKUf3ndWCU0v	blues,guitar,bb king,blues rock
YIIJnxhpBgSXv4U6	female vocalists,indie,alternative rock,rock,indie rock
YIf3vr0ksbKnxLHk	hip hop,german,pop,happy,raop,cro
YIibvLCUbpmXBhGj	love metal,gothic rock,rock,metal,finnish,gothic metal
YIsQZjI2l8mnfVgv	sludge,doom metal,2017,sludge metal,black metal,metal
YJ6ZyonZVISPNoXW	industrial metal,gothic metal,industrial
YJEIiJwFkYxnTc7p	electronic,jazz,metro downtempo
YJa45Vn2J5zK00Id	pop,electropop,dance,soundtrack,disney,pop,electropop,dance
YJcYD4qL2CCtvVjA	eurovision,greek,eurovision 2007
YJxETbIBBKLKOL29	indie,2016,british,folk,singer-songwriter,great hair
YK65S2OD88LgUxdh	rap,rap nacional,brazilian rap,criolo
YK7VYFAyghVgs3vO	2018,indie rock,indie
YKAaTc2sdiHm6IrY	rock,70s
YKrj55PnnD9AiL9m	rnb,pop,2014,rap,female vocalists
YLCafCtIjwWE6dhH	80s,new wave,synthpop,electronic,depeche mode
YLMjXnE6SVNEFIWS	pop,great vocals,2015 gif,youtube,tove styrke gif
YM3IfzrctdSSlDrg	death metal,finland,morbid
YMBz5IBqmQEL1YYJ	soul,female vocalists,blues,60s
YMyrwfTOH7iB77uy	riot grrrl,punk rock,punk,rock
YMzeVpupOPXITL7Q	indie,alternative,indie rock,female vocalist,indie,alternative,indie rock
YNGtvAPPX6sEwkDo	pop,electropop,electronic,american
YNPvgsWt98xOOj7L	hard rock,alternative rock,rock,alternative
YNkhVnuRK4bK4IiQ	hardcore punk,punk,hardcore,80s,hardcore punk,punk,hardcore
YNzwnxHqyvESDONT	90s,alternative,experimental,rock
YO210DDrjtLTJE6g	atmospheric rock,classical
YOAIazOdvN0PeiJO	electronic,indie,british,electropop
YOefg02Pzfktb3nO	rock argentino,rock,divididos
YPEYb5TDfgkiPtlo	modern rock
YPaYhXNEVLMj4K8k	reggae,rocksteady,ska,roots reggae
YPjUTQkQFselFzBB	progressive rock,david gilmour,rock,classic rock,pink floyd
YQ1dxKGwpNsGAjpo	70s,carpenters,pop,easy listening
YQ8V9yH6Beot5H3k	blues,delta blues,gospel,a cappella,blues,delta blues,classic blues
YQB5k7C8XTojLujU	rita lee,radio,brasil,mpb,acoustic
YQapD2Kv24QqbRjT	rock,alt-country,country,country rock,country,outlaw country,singer-songwriter
YQga6eE5ZzEoTGtJ	jazz,male vocalists,easy listening,crooners
YQxdpYvPyEFyqJ1O	james blunt,pop,love,sad,singer-songwriter
YRD32BROZNLcb725	symphonic metal,gothic metal,female fronted metal
YRDosAWoKtA4gZa5	trip hop,instrumental,electronic,music to melt to
YRFrAPumSSMf3v5z	catchy,synthpop,british,masterpiece,pop,folk,indie
YRIN8Rv2y358v05v	progressive rock,rock
YRLbR1PmeXaiDM8n	power metal,heavy metal
YRiE21D12epvf8Uo	2018,folk,2018 releases,singer-songwriter,female vocalists
YSbc6HSHCArRFHEx	viking metal,black metal,epic,metal
YSjgeZwCqXMO5NwA	love,pop,christian,brother,brotherhood,soul brother
YT1ZsHvpwaukvRQv	yacht rock,yacht rock revival
YTGQQ12GC9gof0Kd	punk rock,punk,2019,2010s,punk rock,punk,american artist
YTb03MZRh9mNH8bQ	electronic,psychedelic,synthpop,electropop,indietronica
YTgIO6pLIVRIIcU4	soul,sade,female vocalists,jazz,chillout,soul,jazz,female vocalists
YUEZUauASnaaxsTX	alternative rock,rock,finnish,alternative
YUH9OrTMyDk6yVXF	instrumental,ambient,soundtrack,orchestral,7 of 10 stars,skyrim
YUNWPpKuOHKk5b5E	cover,mellow,modest mouse,singer-songwriter,indie,acoustic
YURpAW4QastKAfGd	70s,rock
YUdjyyU0jmOhDYFU	idm,electronic,glitch,idm,electronic,ambient
YUiLKRNbZ2PXUM33	ska,pop,rock,ska,pop
YUzFQCFZzDeY72Sa	rock,alternative rock
YVwxQ0aF0ALZKMiL	power metal,heavy metal,epic metal,fucking awesome
YWXOmJqXGVUXiGKj	pop,electronic,male vocalists
YWZGij1HUQepzJuI	k-pop,korean,female vocalists,kpop,k-pop,korean,female vocalists
YWedaXd6GgybPnmX	thrash metal,heavy metal,metal,speed metal
YWntluX3i2RPYSsD	brazilian,rock
YXft20HEJJcQxErp	nu metal,rock,korn,heavy metal,metal
YY9vdY3ycCTqFhL4	hard rock,rock,alternative rock,supergroup,alternative,josh homme
YZsxIgCdzWoNdn2Z	progressive rock,rock,classic rock,psychedelic rock
YZyEP4KFF9LpBuiV	electronic,rnb,female vocalists,korean
YaAiYlVpWYLFO7YV	60s,oldies,pop,female vocalists
YbCMnOKdG10N6Psm	rock,indie rock,british,indie
Ybd39MbtGTmtgr4k	indie,mellow,indie rock,rock,indie,chamber pop,alternative
YbudfO7j3SlsGnCb	rock,blues rock,classic rock,badass,classic rock,progressive rock,rock
YcGZsjJmNl4IaHYP	classical,arabic
YeeTVGeug89EtBos	psychedelic rock,psychedelic,indie rock,garage rock,british,surf
YejFcfIPtodWeKqw	k-pop,korean,duo,folk
YepgVH17DmBp8ws4	pop
YfaMn8HVS8IVqTK1	industrial metal,soundtrack,industrial,metal,industrial metal,metal,industrial
YfgPsHpO7OrYU9fH	1994,lo-fi,alternative,rock
YgVNhYhduxzV6eHo	singer-songwriter,rock,irish,indie rock
YgxXUxW2CkaNLsQ3	hair metal,80s,rock,hard rock,classic rock
YhNeuJiF70tsdR18	italian,pop,happy,emotional
YiPcwd4uz9S23qCi	house,house,electro house,electronic
Yiy09Gb9JaNPUEje	southern rock,classic rock,70s,rock
YjdlousNFTSSFdM7	indie,pop,electronic,alternative
YjzcinFmdXVLyg2P	post-punk,new wave,punk,rock,alternative
YkB0ReVl4rsAawTK	rock,alternative rock,irish,rock,classic rock,u2
YkOqpZgHhI4X6KWt	rock,alternative rock
YkkDY2C9mZwQAREy	classic rock,rock,60s,blues,british,the rolling stones
YkmFs1dL5ALLeiDJ	brazilian,mpb,04 essa semana,05 nada pra depois,08 querida,10 manda ela comprar um iglu
Ykpm9MuRdJwU6u1f	cover,metal,rock,power metal
Yl2c52gxOqI3Zaz1	french,electropop,electronic,electro,dance
YlbcipxEkIGsPGcl	electronic,experimental,idm,ambient,electronica
YlhJ9L3Q4US34mrk	alternative metal,metal,nu metal,alternative
YmGZoRwOpTobLpaX	60s,fip,good stuff,1960s,rock,glam rock,classic rock
YmgZ1KD1DjRqjey3	70s,pop rock,elton john,british
YowoW4qGtMl46Oh4	rock,indie rock,indonesia,indonesian
YppWsOzRTs7XtsNI	pagode
Yqth3f5DVRv7BOnk	synthpop,sxsw 2017,vaporwave,chillwave,synthpop
YrmBaYrzmHvYeDpS	pop,dance,catchy,teen pop,pop,new wave,swedish
Ys7Y3f20RME5bzrG	pop
YsUUSu40os5xr1qJ	rock,brasil,rock brasil,rock brazuca
Ysr3x6dHD9lKPnr0	new wave,80s,electronic,1983
Yt5S8BgnxqxD22eB	electronic,house,dubstep,glitch,major lazer,stylo g
YtjKRApQyqJOBUT4	2018,soul
YuEWqlNYMoW0Whb8	alternative rock,alternative,indie,rock
YuXjySdPB2jAlHsW	singer-songwriter,60s,1968,flute,female vocalists
YuzA5gSJM6h8NFNc	j-pop,japanese,pop,electronic,kawaii
YuzdU3ZYnmRDYV7r	punk rock,alternative rock,rock,punk,alternative,punk rock,punk,rock
Yv7Tc8AyNIlMwKWp	technical death metal,death metal,progressive metal,instrumental,technical death metal,progressive death metal,death metal
YvJD01IGlM2bLU1h	indie,folk,freak folk,acoustic,2011,10s
YvtpnHinHdtJdWH5	k-pop,korean,&lt;3,beautiful song,bap,make me cry
YwMY4jAC5RQ87jPQ	piano,ambient,contemporary classical,modern classical,instrumental,neoclassical
YwjjhazGevWRPNIN	hip-hop,french rap,rap,rap francais,french,hip hop
YwrnRiwjq87UtZG0	classic rock,70s,rock,john lennon,singer-songwriter
YwuhW4ISUImPqank	rap,hip hop,90s,gabriel,pensador,brasil funky moods
Yx8KBNp2ZnuF74kD	electronica,singer-songwriter,indie,alternative rock
YxqpkU1qXXH3WNtQ	lo-fi,indie rock,2010,lo-fi,indie,surf rock
Yy0XZrueEVJi5xp7	acoustic,indie pop,female vocalists,piano,indie,acoustic,indie pop,female vocalists
YymUEjFvaDNw3UC8	alternative rock,rock
Yz81cIyFUJsJqfRM	rap,hip-hop,polish rap,polish
YzQCGAF88jVzJCzw	deathcore,brutal deathcore,hardcore,metalcore
Z0ZcsAh2kAjpnKf6	fip,singer-songwriter,folk,indie
Z0jf3GwBSrEBeaet	emo,post-rock,indie,indie rock
Z1buSmXy0nYdvi41	cover,electronic,soundtrack,industrial,2010
Z28SOeCInx3nzHVP	punk rock,punk,rock,pop punk
Z3T9ptfOXTQNv5LM	hard rock,alternative rock,rock,grunge
Z4ksxV9kJZi75J82	indie,experimental,indie rock,handclaps
Z4uhWfW19inP3r8c	electropop,synthpop,pop,indie,chile,female vocalists
Z59JxjON24DBiIU9	turkish,rock,singer-songwriter,eurovision,turkish alternative
Z5D0IbALU7xJYIsk	depressive black metal,black metal,funeral doom metal,atmospheric black metal,funeral doom
Z5blxf9F1KtIuCbN	eps 2014,christian,metal
Z5wNl7F63cc4PY9G	indie,indie rock,rock,2010,alternative rock
Z653kShrtCA5o8Oc	classic rock,rock,hard rock,led zeppelin,70s
Z7TmytFnoM2PfIMR	psychedelic rock,psychedelic,2010,2010s
Z7g2qBYN3XTc1koU	classic rock,progressive rock,60s,rock,progressive rock,classic rock,60s
Z7xZ26uNlNaMYqzm	female vocalists,indie,2017,singer-songwriter,canadian,indie rock
Z8Jr9zvEOyGsVHYo	mpb,rock,brazilian,female vocalists,brasil
Z8TDrjbCjHt0Gcz3	hip-hop,rap,hip hop,love at first listen
Z9IogtTgXNKJJVcn	metalcore,cover,post-hardcore,emocore,post-hardcore,metalcore,screamo
Z9UsnhphVXkcNQcf	bossa nova,jazz,latin jazz,bossanova
Z9VXsQzQVwW2nB8t	soundtrack,beautiful,pure beauty,interstellar
Z9buo48YjTcqqNrW	rock
ZAhe7paix9QRtCRO	techno,90s
ZAiD6EbvgEtbpfCR	indie,folk
ZB4EiZPVttA4uuRI	electronic,dance,future house,party,don diablo,temazo
ZBfLG7Eia5rgo1jI	trip-hop,alternative,progressive rock,atmospheric,electronic
ZC9qCPxDOJtTrA5I	the cake is a lie,soundtrack,game,portal,comedy,singer-songwriter,indie
ZCyJpMQ0Y3rlfxxt	rock,emo,depressive,sad song,fresno,rock,brazilian,emo
ZDpyhC775FSPUU1P	soundtrack,rock,80s,queen,classic rock
ZDwodGlVLDreAqCY	black metal,melodic black metal,gothic metal,symphonic black metal
ZEN26n2In0hcIaQx	thrash metal,death metal,death-thrash metal
ZEPAxLqBswUS8otc	indie,indie rock,pop,retro
ZEexJX2SztZYrOkD	rock,progressive,progressive rock,10s,songs about memory,colbert
ZEtvHYEnk0sJMbo4	electronic,indie,alternative,indietronica,experimental
ZF3d8dvP3iuyargg	indie rock,shoegaze,indie pop,rock
ZFv7pTlhVNwqk3GO	punk rock,rock
ZGS0vwwK1sc9VLIM	grunge,alternative rock,post-grunge,grunge,alternative rock,rock
ZGUZDESRMRodXyWw	trap,rap,italian,italy
ZGyLR4Xbyos615Uc	alternative,chamber pop,4 stars,fip
ZHIKHfLyTuRzAcDU	samba,brasil
ZHTT4bb1vDuRPhYv	post-rock,dnb
ZHWJJCcskphC1H8K	pop,beautiful,bubblegum,chill,fuzzy feeling,blingtacular
ZHe24wKy4lSTSpOf	soundtrack,lord of the rings
ZHnPgdI5mr4SyWCo	folk,brazilian,indie,folk rock,rock
ZHyA8gmdsY9rvn7x	new age,ambient,chillout
ZIBXdQ5DxrjQhzhH	alternative,rock,90s,alternative rock
ZIOOZ63seRv5NgS2	electronic,alternative,female vocalists
ZIi4jPUIy7Y8Cl6T	indie,australian,indie rock,rock
ZImXeKPWr5JpI2eY	dance,house,pop
ZImnDJyB863xs87Z	rap,swag,ofwgkta,hip hop
ZJUbdebKRQPyl2h4	electronic,pop,synthpop,dance
ZJdq9idlcehA8STa	barbra streisand,female vocalists,musicals,easy listening,pop,broadway
ZJmwXuYHqbkJ4cNH	electropop,american,r&amp;b,2017 single
ZKXTWdDMiiTm2C4j	alternative,indie,sonic youth,rock
ZKaHu72uzAqTyIkt	progressive metal,sludge metal,sludge,metal
ZLx6Z7ykKmM2mQgZ	death metal,grave,out of respect for the dead,k1r7m
ZMPwCflu8N47hDXS	progressive rock,classic rock,rock,genesis,pop
ZMouLbGN0LNuzmBT	k-pop,pop,girl group,korean,girl groups
ZN5dkZG3VQVBD9AH	folk,england,alternative,folk rock
ZNPRvnMJuxBHBuao	industrial,metal,rock,alternative metal
ZNQ41BxfLmmUCxDz	lush,chillout,chillout,downtempo,lush
ZNYZ3s3y1Jz6OY3d	new wave,80s,soundtrack,cover
ZOFgTotsnvBaAV4q	melodic death metal,folk metal,viking metal,metal
ZOPoCoFQsHTbU3pk	mpb,singer-songwriter,psychedelic,male vocalists,brazilian,tropicalism
ZOvDKE78T2nGKfX6	pop,rock,female vocalists,natalie imbruglia
ZQAuPCB6xMkz7f0N	dream pop,shoegaze
ZQEoGQMD6Fu7HOA8	indie,indie rock,electronic,synthpop,indie,indie rock,fip
ZQF9ZwwPslcrSNQ3	indie rock,alternative,rock,indie,punk rock,alternative rock
ZQki8qio7CdYxs7H	pop,folk,indie,female vocalists,scottish
ZR4UokUqcWBT4ERU	dance,pop,rnb,955 wkqi,electronic
ZR9nSYK344NlVExh	indie rock,indie,british,rock
ZSABo5aNa9ROh7Ql	electronic,electropop,danish,electroclash,indie,electronic,electropop,danish
ZSEP3aLCH5iHcE1p	dance,electronic,summer,party
ZSHyAOUQhFy9DWMH	alternative,indie rock,indie,alternative rock,male vocalists
ZSiAHiay6ZLlgjeP	party,dance pop,fode tudo,love at first listen
ZT2Q1pX0l15Xb5wA	2015,electronic,synthpop,australian,indie
ZTEB2aGePWr3WqkF	shoegaze,2019,dream pop,noise pop
ZTLk2rms83zXex6H	melodic black metal,black metal,dark metal,metal
ZTauWWtnYiqLBGbv	hip-hop,rap,underground,kill yourself
ZTwBpf2GObCaBp9k	indie pop
ZU6uSutMsslC0uYG	progressive metal,progressive rock,post-hardcore,math rock
ZWRfLvdtnUbOpRYF	rock,brazilian,good as fuck,emocore,hardcore,emo
ZWbE3A6VF42VL6RT	classic rock,rock,blues,joe cocker,soul
ZWbdAzR0PveJEena	rap,eminem,hip-hop,hip hop
ZWcaJtUuOf86TyRr	jazz,80s,easy listening,feeling good
ZWmmC552HlNczZrV	pop,female vocalists
ZXWct312iySKsSfV	metalcore,metal,hardcore,melodic death metal
ZY0cQcEnv1XL0qXB	chillout,downtempo,trip-hop,electronic
ZY7Xo5rkihCuBulJ	country,tv theme,folk,singer-songwriter,country,folk,singer-songwriter
ZYHltJkRsbjg9kF1	cloud rap,hip hop,autotune,swedish
ZYSL88GotwXaZHJk	80s,electronic,new wave,post-punk,new wave,post-punk,80s
Za106I1ZTfta0XrU	folk,female vocal,female vocalists,joan baez,folk,singer-songwriter,female vocalists
Za28qfh56Te2QPBF	k-pop,dance,kpop,rnb
ZaY3EYP42PUDItZW	fip,folk
Zabepjs4yDmOZ7Dw	synthpop,electronic,new wave,80s,depeche mode
ZajPRFe0OXjQdDit	rock,acoustic,love at first listen,indie
ZaqvcTRD01QNTLHk	rap,brazilian,hip hop,2016,rap,hip hop,rap nacional
ZbYcwj5pFmhxu4qP	post-hardcore
Zc3JtoGse5aG4nBT	ambient,new age,dream pop,ethereal
Zc6b09vNBmgWDQAE	heavy metal,power metal,metal,manowar
ZcfNBTDan64hEbj3	country,male country,country,modern country,male vocalists
ZdGRNs3vRWGKyZWy	pop,cover
ZensOBiFD8dQR0mP	indie,british,indie rock,nostalgic,the kooks
ZfBBcqIzmEYbTH5v	reggae,80s,fip,british,reggae,80s,pop
ZfXF9WHqPg4eqvdG	21 savage,rapiscrap,denzelisthegoat,ta13ooisaoty,coadmisstilltrash,trap,hip-hop,rap
ZfaLwOqkxDjobnL3	indie rock,rock,indie,static,indie pop,lo-fi,experimental
Zfpfoy3m8p6Xom7Z	pop,justin bieber,r&amp;b,love at first listen
ZgOb2pT8HPyeCQOz	post-hardcore,screamo
ZhZqkvr2DOPrgeJL	new wave,80s,pop,synth pop,synthpop
Zhr2inoVZZqNikU8	2018,folk,indie,singer-songwriter,australian,acoustic
ZiGYp5KdaNEdplEB	pop,female vocalists,soul,whitney houston,rnb,90s
ZiKvBZMekiLsXq22	pop,love,australian,male vocalists,darren hayes,pop,australian,electronic
ZiLqLrnZuXae7X58	country,classic country,hank williams,americana,honky tonk,40s
ZiOgTDOTGMq1t8oz	stevie nicks,rock,female vocalists,80s
Zjv7x4l1KexQa0TT	soul,rnb,aussie,australian
ZjyL4bDG2X8OVUnC	electronic,synthpop,alternative,electroclash,trip-hop
ZkaxILkDxiDd4L3E	ambient,electronic,experimental,77davez-all-tracks,ambient,drone,electronic
ZlQqLVeZSSqAEPRw	britpop,90s,british,rock,indie
Zm3pSVYvApmD7Ioa	indie rock,favorites of 2018
ZmXdRrIlHv7zdsNj	dream pop,shoegaze,female vocalists,indie,alternative
ZmdJLhQm8gtsOkjW	indie,indie rock,alternative,00s,rock
Zn1KLgKc7mz88kHc	houston,trap,hip hop,hip-hop
ZnCDMdd8R6RYhPHP	melodic death metal,death metal,epic death metal,german
ZnEHKIvoWJqsBBfL	chillout,ambient,electronic,downtempo
Zo0nfkqHXaYuLx31	alternative metal,metal,nu metal
Zp7WcZPGBRxowbAy	post-metal,experimental
ZqCOBh678uPi48hO	male vocalists,musings,pop,theres a world outside
ZqZ4BRrdGZysH32t	hip-hop,kendrick lamar,george clinton,thundercat,2015,hip-hop,rap,hip hop
ZqbASeCG7zMrpYtH	rock en español,mexican pop,2013
ZqkKQJ0LkofetMs4	pop,love at first listen,goodbye song,accoustic
ZrFhrCdXm2zbUzmh	blues rock,guitar,classic rock
ZrZrhHxhPL6eO7Bv	french,jazz,chanson,soul,female vocalists
ZrcWgoTaZGRTFtL5	instrumental,black metal,symphonic black metal,piano
Zs6psISBXqzaJ1zT	female vocalists,singer-songwriter,pop,folk,singer,female vocalists,singer-songwriter,pop
ZsbivHCiYbZcppuH	j-pop,japanese,female vocalists,jpop,anime
Zsu0MGsKn8KZeNsn	cloud rap,electronic,emocore,pop punk,emo rap,gothboiclique
ZuIm3FRGBkvUkq6I	indie,electronic,alternative,handclaps,indie rock,indie,folk,singer-songwriter
ZuujS0YWGIbArbP0	death metal
ZvF8PoBAaY4woN8H	thrash metal,heavy metal,metal,thrash metal,heavy metal,metal
ZvywPkiyyyN0sDXn	indie,indie rock,alternative,christian,rock
Zvz7icGgqqZRaFId	2015,rap,hip-hop,party
Zw3wuV2iohaJKKFX	post-hardcore,emo,screamo,alternative
Zw6QF3Jq5kMrcQZ3	indie,alternative,indie rock,rock
ZwCriSKFExUG0GyZ	country,folk,johnny cash,oldies
ZwWNb5Wu3bRfqvca	rock,indie rock,indonesia,indonesian
ZwZkSOgEIm0N2yTM	electronic,avantgarde pop,homosexual intifada,instrumental,achingly intelligent
Zwq0iMA0iOLqNgST	pop,folk,indie,female vocalists,scottish
ZwuSaBkbDgnUu5Rw	indie,british,rock,pop,indie pop
ZxDSDSwjJzORtgWS	rap,hip-hop,dirty south,ludacris
ZxqUvOHNEzzZ2r4m	classic rock,rock,george harrison,british,beatles,80s
Zy19Mi4Zp2afOGmR	soul,blues,irish,gospel
ZzasiCwa3T1f1Tje	new wave,80s,new romantic,electronica
a00Q1WxDaI5cvshD	shoegaze,dream pop,new wave
a04jxXrU5bXrtWLc	black metal,atmospheric black metal,post-black metal,post-metal,post-rock
a1BL4PzksjOC9lP7	hip-hop,gucci mane,rap,dirty south,southern rap,trap
a26dr7KytwNGy4nk	pop
a38NmSOaS9UwdkWs	dream pop,shoegaze,2018,indie
a3H5gy7mnwJW9u4y	dance,electronic,trap,edm
a3Y6icfzdfdI2072	rock,mcfly,relaxing,slow
a3ggxtkETAgzcCJA	lo-fi,bummer,songs that contain little ghosts
a3yLMxFv65RrAOPl	classic rock,rock,70s,hard rock,queen
a4n91alnnV6qEJMq	indie,alternative,indie rock,indie pop
a56Yb9uPaJSQLMMh	classic rock,southern rock,rock,70s,creedence clearwater revival
a5HYM1UMPftFNEro	antifolk,american,indie,singer-songwriter
a5JYvOuC8lApWBPz	post-rock,japanese,math rock,instrumental
a5OczTk7N77LtLPB	jazz,swing
a5r8cd6niEy3pDzq	soundtrack,tv show,all,tv shows i ought to watch
a6117Ta4k25MTxjx	ambient,minimal
a6ZpHMC1YYPAUhrv	british,2016 single,eclectonia,kiss me in the morning,indie,chamber pop,alternative
a6ukZifuQVAkirmV	pop,hip-hop,becky g
a77EZ0G4JemYTsro	trap,electronic,house
a7el3DDxBUumFVIe	latin,pop,female vocalists,80s,latin pop
a81gFgpx06hK2GHp	classic rock,hard rock,rock,blue oyster cult,progressive rock
a8QnY3CWASBBBkgN	psychedelic,rock,psychedelic rock
a8qtyk3XPlzIyJLC	mpb,brasil,rock,nordestinidades
a8xJOuJDOIe1eke2	rock,canadian,blowing my mind,10s,2014 single,music choice: rock
aA4XDBKkg9IQ8w50	90s,pop,country,swedish
aAQidhsBRTe4Rrto	singer-songwriter,folk,indie,indie rock,folk rock
aAvkM3uOOTQv2cm4	funk,blues-rock
aB5MGbb1KGWRgl2N	alternative,rock,low rock,jazz
aBL0ON8XwEg2utpJ	rap,hip hop,queer,sxsw 2016,swedish,rap,hip-hop
aBowCbxF6RkH9dEa	pop,indie
aC84ymdCxIKd6pW3	punk rock,punk,skate punk,melodic hardcore,pop punk
aCMjR0vM29ooJ5uV	alternative,rock,indie
aCO73NIyjc2L2Xem	post-punk,indie,russian,post-punk revival
aCUiFnWxPVX1hRuz	pop,awesome
aCixcmcrBASu2gzT	rock chileno,amor a primera oida,rock,temazo,para dedicarselo a la chica recien despachada,chile,rock chileno,indie
aCpAz7Mm9EZjXKfK	alternative,singer-songwriter,female vocalists,piano
aD1VdAWXO2sE8vxg	alternative rock,rock,progressive rock,alternative,a perfect circle
aDTtWVDnhhouXcWp	nu metal,rock,alternative,crossover,nu metal,rapcore,rock
aEchp8v0yA0FtIvx	rock,alternative rock,vast,alt rock
aEiRVX9CqdqoYi3n	dream pop,rock,canadian,indie,lo-fi,shoegaze,noise pop
aFJPTi9uPnCcCdjY	soundtrack,dragon,score,blood,2015,2010s
aFoWokJODNSCHlro	indie rock,2011,rock,10s
aFuj6IbQXYMvKV0g	2018,noise rock,post-punk,shoegaze
aGL0Ks0Y23HwAHjs	post-hardcore,screamo,emo
