aEiRVX9CqdqoYi3n	dream pop,rock,lo-fi,shoegaze,noise pop
aFJPTi9uPnCcCdjY	soundtrack
aFoWokJODNSCHlro	indie rock,rock
aFuj6IbQXYMvKV0g	noise rock,post-punk,shoegaze
aGL0Ks0Y23HwAHjs	post-hardcore,screamo,emo
aGc4BpRD7USo9Wjz	rock,pop,singer-songwriter
aGenGqyAioKQzm71	hard rock,rock,stoner rock,psychedelic rock
aGf4DOFlGPDJdbKz	folk,punk,rock
aH1chdvjw95c4Ryt	electronic,minimal,techno,minimal techno,electronica
aHC0wLnfqzNDKfXq	pop
aHItERfW7uqMixLw	pop,electronic
aHe8LNDwkAZVz4hv	indie rock
aI7Q3mrQFMBoyPjh	rock
aIHkRpvDISfojoSC	indie pop
aIfXZE9pyNZEvVPM	rap,drill
aJKazDWkBw3hCtdY	easy listening,classic rock
aJTG9Juq6TPXAn1I	rock,indie rock,southern rock
aJpJRGGCpxjnd9uJ	k-pop
aKI4n02KJsrClkBa	rock,alternative rock
aKMJnMJhmDppXRKQ	synthpop,witch house
aKntDDowLlErakhZ	progressive metal,progressive rock
aLvxWFUG2iTvVdEB	new wave,rock,new wave,rock
aM1ZylFgbEbPhp2J	reggae
aM6lNuipz7wQ14vx	rap
aMuGWbGYJL3st6GC	alternative rock,experimental,sitar,experimental,rock
aP6UiMYSNiXkYrPM	funk,acid jazz,disco
aPGEFVR3wfeLWgA8	folk,singer-songwriter
aQIoH8pOP8OsaxcC	indie rock
aQSASn7RGl5BNB1a	alternative rock,rock
aQtUa94cM9h8Jb4g	soul,electronic,soul,electronic
aQuqy0i8EHfHPmOe	experimental,ambient
aR0wo7I5yDjrpid9	synthpop
aRCGx4nhV5PviN9S	electronic,new wave,synthpop
aRN83J2U5Rm9oSvg	funk metal,progressive rock,alternative metal
aRUvABrOeGztnPXz	lo-fi,chillwave
aRdz1ELD4wD8s8DX	funk rock,rock,alternative rock,funk,rock,alternative rock,funk rock
aRg4LxwmC7yvhYji	groove metal,metal,thrash metal
aThnNfVlc9IWCFd9	indie rock,rock
aU9WaAPSeOF83CkN	progressive rock
aUbD6C3U0E8e4t3t	hardcore,rock
aUzEAFfkaenUIZyG	jazz,nu jazz
aVHznuhucfKdV3BY	post-hardcore,rock,alternative metal,emo
aVXgBl00M7PFpRWh	glitch,electronica
aW8rSML6wUSrZyMt	folk,singer-songwriter,indie folk
aWkKbJ0uZ3rvCXYR	pop
aWqOLbdKQVy7fMGx	j-pop,idol,vaporwave
aX8BTfDuZV4SzyW0	latin,pop,latin pop,latin,pop,latin pop
aXsCVzcs27GoblcA	house,deep house
aYEaTM5ZcdDu7h2N	singer-songwriter
aZLdLKFzw3qwAyri	electronic,indie rock
aZQqgibQmvEDIxZa	melodic death metal,metal,death metal
aZrvQTMg7rCXR9Mx	electronic
aava9gRPcQ7mO6A3	melodic death metal,death metal
abYcacgA2sm0daCN	soul
abvAmtUQR8Y6wkip	mpb,mpb
abvIaI26YYhHPVwm	metal,groove metal,soundtrack,thrash metal
accjhFQnHg1gZwQs	psychedelic rock,indie rock,grunge
aceXMM0MhtZEMp9J	indie rock
acfOFFvtMHnkfqSG	classic rock,pop,rock
acjhg2hVGkR27zLX	space rock,shoegaze
ad0fOnpjwvGhtLqm	pop
ae4gTp2329gBuzdd	folk,singer-songwriter
aeyhSNlz7VfE6wBP	black metal
afmSDk2caOd8CCfx	pop
ag7wQWpT7m7tqyCl	folk punk,rock,punk
ag8ZUUnjQRaX6eCx	post-punk,post-punk,new wave
agF7GNHr5zQChv9b	pop
agJzBRCgZxsHMFe1	turkish rock,soft rock
agQRGRGsrciJHywA	doom metal
ah4k9wIAii5ZYefA	punk,rock,punk,rock
ahG5rLCZkoeswOyr	rock,alternative rock
ahs9pXb2YTj5hx29	jazz,blues
ai9RiaIwL4heOeyG	shoegaze
aiTcinX9660OVlG3	singer-songwriter
aiYjIzQKIlo90ddq	alternative rock,rock
aiitiMQSSlvJDqpD	singer-songwriter,emo,indie rock,folk rock
aiqSAbP4IMaOvHxj	melodic hardcore,rock
ajY2DyuWBZwq1ljE	emo,emo,pop punk
ajugVzaPifYPebiB	pop,new wave
ak6x8Hu0EPXMaNA5	shoegaze
ak9tLVJdRicqd54g	nu metal,hard rock,metal
akCadU3h1HTA4D2T	house,electronic,deep house
akyl6Y3wuZVxWvvZ	rap,hip hop
alKUXvCYBFzkFXxV	pop,rock
alLiFpkto84bTls1	art pop
amfj6mY9IDwjljuT	rock,indie rock
an1sxulm4vBcc5az	thrash metal,metal
angkRVGHTyMrz6I0	indie rock,rock,garage rock,alternative rock
apIpt4mxGncZKNSv	hardcore,screamo,hardcore
apKie7ES4VWZn0ix	post-punk
apiiHI5RubJLhV7m	folk,indie pop
aqNG1JrdAABhxBrA	mpb
aqf3MfFiPlMsoNdC	pop
ar5wWQPVWasoHI9C	rap
arFact5frY7Il4l3	pop
at8RA9hndRumOFQD	blues,soul,rhythm and blues
atOPJOcBxoTaNZAK	pop,minimal
atbVc1L7CNJTbM14	metal,power metal,progressive metal,symphonic metal,oriental metal
atbhcVg8HAYhGrnx	indie pop,alternative pop
atdFGYF4KsvFap5z	new wave,post-punk,electronic
athZShpJEYgE5Dqx	melodic death metal
ausIejFCXCHSe3mn	power metal,progressive metal
avNXrFuXcjRVyDVO	indie rock
avTefuLjqVTOchyR	country,country rock
avqg3c2IqMZN6nas	doom metal
avvaMT48CG8kcJ5m	experimental,a cappella
awEmTXDvAQ1bkwbw	alternative rock,rock,rock
awu3Sk6GcajXpgKo	rock,new wave,pop
awz8VZr24UlrPQu3	soundtrack
axubrXOqsop1FpkW	post-hardcore,metal,emocore,emo
axvpCJsqDIBG7164	sertanejo
ayH8E72NTuOu1SPE	singer-songwriter,rock
ayscvFYQiw8A9qL6	k-pop
az0tkpW6rJUzES6I	progressive rock,post-rock,rock
azLOHkh51WAbtzRa	chamber pop
azsUSW5ji21khs0S	electronica
b06N3VdGxGtqNJpe	pop,italian pop
b0ZircMC00oin2og	indie rock
b15HwJMw75Oti8qV	pop
b1EmQGbIP5iA7b77	rock nacional,rock gaucho
b1FMg1NFyfjPm7dn	hard rock,classic rock,rock,hard rock,classic rock,rock
b1FOyCr8Futqw0lf	country,pop,country,bluegrass
b1gYQ76OfuIJDx4D	folk,nordic folk,neofolk,folk,neofolk,ambient
b1zUVHW2rTsC0niU	rock,new wave,classic rock
b2IercF7lOU1dj4f	electronic,future garage,experimental,dubstep
b2d2F0KkUlAWna5t	dream pop
b35FyntYBrV84iaN	rock,brazilian rock,mpb,mpb,alternative rock
b480cZP9cTdB8T12	bossa nova
b4AlyvmSpX8EKBtX	pop,rock
b4GbTZpgeOIE32k0	pop,soundtrack
b58NG6ZlayiJZflq	folk,hardcore,indie folk
b6GvzyVKuN6hPCcg	classic rock,rock
b6pUONQ1cQW50iMp	smooth jazz
b7B9HWNmMTN5h2hZ	brazilian rock
b8Jb95SRVnl7DL7v	experimental
b8g7a7SBTTU1EDDz	lo-fi,noise pop
b8oIPzxrJUZkeXhS	punk,indie rock,rock
b8qdr9JEkvClBKB7	soul
b8qlPORztQLRaoPl	metalcore,melodic death metal,metal,hardcore
b8rSxomJMbzjH1QM	country
b8sfXTZOsfAAa4AN	metal,thrash metal,rock
b92O1HDFfA7MKEqA	progressive rock
b94gCxshy0dXbZoA	melodic hardcore,hardcore,screamo,post-hardcore,hardcore,screamo,melodic hardcore
b9AQbQu1Gx9jchbd	reggae
b9kmI9TuST3JDKzv	indie rock,rock
bAGXPZfeQaHMpURx	power metal
bAl6GqgGi7fFZqU6	progressive rock,progressive rock,experimental
bB0eeg7XN1TEjNrE	pop
bBgjksPVwpGiRKGr	pop,eurodance
bBm6R74Occ0T9WFv	downtempo,glitch hop,wonky,chiptune,electronic,glitch
bBquA6LRnsrO0Orj	thrash metal,metalcore,metal
bCKvKdnDqolBYsE1	new jack swing,pop
bDImq3tOXw447l4o	funk
bDb6BHAZBiOswRXL	singer-songwriter,indie rock
bDcDcHWitglRzpjs	doom metal,progressive metal,gothic metal,metal
bDmecyTaV0HUL74I	french pop,downtempo
bEvqT5kD0osBlAwd	rock,alternative rock,nu metal
bFOJfWoxOjDW4XlV	alternative rock,christian rock,hard rock
bFfPn9KwgSd09j8b	alternative rock,rock
bGIPmBYilP8udbgg	punk
bGJ1fPLmmLZElMwP	pop
bGOsJLprj3lrJs1X	progressive metal,avant-garde,progressive metal,avant-garde
bGl7grA0FI4vR4R5	metalcore,metal
bGntq2M7i3og37wz	pop,britpop
bHHxTEIjL3PuReYE	j-pop,punk,pop,idol
bHJlWxI4J5w3CN2D	hard rock,metal,classic rock
bHhyWHrpLNSK7CCC	indie pop,indie rock,dream pop
bIM5Q201HcVYT3PK	piano rock,indie pop,pop,pop rock,piano rock,indie pop
bJXqTWW3IhEc1QRe	rock,alternative rock
bJbd5isjj4wqId0B	alternative rock,rock,soundtrack,grunge
bJmutNf4pJb3JNJ9	rock,punk
bKLAO03gUUZ1rfT4	dream pop,indie pop,dream pop,indie pop
bKU8R1YmN96mDFKs	folk,neofolk
bKxJHUbk5MmT4UqK	ambient,contemporary classical,neoclassical
bLmTpCdQ2pvzsb6l	post-punk,new wave
bMY5UhoJzK554rK8	pop,electropop,indie pop
bMmqOt28D3vYEnSU	k-pop
bN5ba7NPC3zGyI6e	indie rock,rock
bN9egN6fJRxGWe4C	rap,hip hop
bOI4UsGCA3FhjMRH	electroclash,electronic,electropop,electronica
bOYCcpbUP5L6fzh3	soul,soul
bOgcWhux4B9dVecb	dream pop
bOw9ut5CxATBFXzm	indie pop
bPYhJWYCPySRkHKC	post-rock
bPdK3pYsPQvRaTf4	post-rock,ambient,post-rock,ambient
bPsteBFRiBgUi5tH	pop
bQ73YjpQvHdreWOe	country,pop,singer-songwriter
bQuFUmXyiMRof0KO	pop,pop rock
bQvewFp4galdxvFq	new wave,rock,new wave,pop
bQz00TdWrcSsbZOd	electronic,new wave,synthpop
bR7sn2qJU5j5irG5	latin pop
bRF8pBKpzCRAsn6t	easy listening,easy listening
bRfjJJUAMnmoNHGh	country
bRrNAKvE5CreT3GG	singer-songwriter
bSPICnBZJQyZ8E4x	electronic,electropop,synthpop,spanish pop
bSkN1CylTQ1mc0S7	indie pop
bT75PhG3NdF7PZ1W	pop
bTZAQWb0rLzftxrJ	power metal,symphonic metal,symphonic power metal
bTcxdTd00Ed7eFgw	alternative rock,rock,britpop
bU8ldLxKSMFmkJdT	new wave,rock,post-punk
bUwq9R146ZWcAK3u	post-rock
bVGPPAanYoqw1ElE	trance,vocal trance,electronic
bVLvgquuk6mwc1Zp	latin
bVkNV9YcmvfE2x2d	synthpop,electropop,electroclash,ebm,synthpop,electropop
bVxU4bkXQcooOUxF	chanson
bWKX11QKBmnybgKC	rap,rap
bWWdx7UWIoiACEdg	pop
bWpIS4YhMBK5KxjL	pop punk,rock,pop,pop rock
bWuofLm0XpcWnEnS	rap,rock
bX5M3qUMGBUjjMqT	rap
bXEQUkwhMeCgyAUs	power metal
bXKybqsyy7KDlYtN	rap
bXUtXEansZmn31Bl	blues,classic rock,classic rock
bY10EPWCJ9dl6baS	pop,electronic
bY1z9WCAB0ymqD22	classic rock,pop,rock,singer-songwriter,classic rock,pop
bYIE2wsyipy49tFj	indie pop,pop,indie pop
bYqZW9G7sBuJXwUa	post-hardcore,ambient,hardcore
bYvzL9r2329xog6m	soul,pop
bZOe91GTFbo16Eqh	metalcore,progressive metal,progressive metalcore,djent
baMIxwzJb7u5qTLN	death metal
baN3c1PKr6M9Vb6Z	rock,alternative rock
bbI3jFRHtMWPKwJo	spanish indie pop
bbVpQclTUoGuvvP0	pop,electronic
bbqpHOxoSblhGnX6	ambient,experimental,electronic
bcXs6aKaTCvO33i9	dubstep,electronic,ambient,dub
bcezPilJO8OYJLdW	j-pop,pop
bcfXyBVTHa8cK1Gi	grunge,alternative rock,rock
bcfmgB53YEYuYVyY	chaotic hardcore,mathcore,hardcore,metalcore,experimental,chaotic hardcore,hardcore,mathcore
bdw1UJJiVDwzWxTA	post-punk,new wave,rock
be5ULvKwfaKpUOA3	mpb,folk
beG9rSyZQEchmGPZ	pop,country
beYu2TN89KrdfD2x	symphonic metal,gothic metal
beufDWK6CE4eDuD0	easy listening
bfAJnlVNbnSeVHK7	pop,alternative pop
bfIPnBrrD16nvc0h	post-hardcore,screamo,rock,alternative rock
bfZ29kKH6bnC6TaU	folk,pop,singer-songwriter
bffvNF2nWIRx5BWs	nu jazz,lounge
bfrMWPVsRglKR83D	indie rock
bh015Iz4RVf1KBWQ	rap,experimental
bh2cTu0WT4xkT7Bf	power metal,metal
bhC2irBn6eOqLnqY	k-pop,k-pop
bhTLRMfKnCUFzExH	rock,classic rock,glam rock
bhUzZjcw4Ja2yPfU	rock,alternative rock
bi878sdqYHuvH8kB	soul,jazz,blues,rhythm and blues
biFqaKzSGxmYyfgX	electropop,electroclash,synthpop
bjOD9cPE8aINcfxK	freakbeat,rock
bkDQIyAFj2CIiL8r	pop,mpb
bkWIzj3kIoGXyBZz	rock,classic rock,singer-songwriter,classic rock,rock
blZ9zSQBqOMxcPhN	pop
bmGCAfAjJGc5HG0r	post-hardcore,pop punk,hardcore
bmUo44WgvLNmEOoG	latin pop,mexican pop
bnOxKlH33gGRva6m	rock,punk
bnnkS6qAnxJlz8VJ	gothic rock,new wave
bnomEQbVPsiOUMbs	soundtrack,soundtrack
bo5vKAMfEMFmj4IF	pop
boEUnEUEkZ9N0Bcu	disco
boLtFF3Jejg1Pm5q	hard rock,metal,classic rock
boQoVaKvCyKOjpbk	pop,electronic
botiD7zE4uDh9IwJ	alternative rock,mpb
bozS7S1Bd397C0iE	soul,jazz
bq3DFXzQdCgL5Yx1	beats,hip hop,beats,hip hop
bqZzl4bUlrvoBWhv	soundtrack
bqdc8C3NQUOudxWK	pop
bqhTTyfHjZm37yCv	latin,pop,latin pop
bqjM8SupQNqUaPBE	post-hardcore,punk
bqk4aDgA8YXkshM1	punk,post-punk
br8LGoIoLZ7AXJNR	shoegaze,emo,post-hardcore,shoegaze,emo,post-hardcore
brBpKsxXpkxKWOIM	rock,classic rock,hard rock
brLdKgZoZL3MFDxD	mpb,bossa nova,samba
bsizTBFio63TNrJO	progressive rock,classic rock,rock
bt05OEJoJtVqMAlZ	punk,riot grrrl
btvTYZbEkPT017Tm	post-rock
bu12l8MrV8lV8LNK	garage rock,post-punk,garage punk,riot grrrl
bu1VAGtGFvEdQ4xC	swing,jazz
buHeO5K8Osr4o2xQ	k-pop,girl group
buL8XwkXo77c2rgc	pop
buj0BUAyzLrx5hGN	pop,latin pop,latin
bvLm90ppTqGEo6e9	soul,quiet storm
bvQOW9z5bt67w4i7	pop,soul
bw5Mrk31wgy8PikG	singer-songwriter
bwcGtV1nV8WPfuEO	lo-fi
bwrsbEP5ebgcQTO7	hard rock,classic rock
bwscgLmAUxV6fjer	country
bwzZkvE0ihEkS0UE	electronic,synthpop,electro,indietronica
bxDwTve1BPQ32mGN	rock,alternative rock,brazilian rock
bxV5qfy1L4hXsKxT	death metal,metal
bxdnwFPMNVQYHPWo	garage rock,rock,alternative rock,garage rock,indie rock
bxk6WOp7BpL0wppg	indie pop
byXORiSPZADaSCxL	soundtrack
byZ4FrDQ0vQ82QBX	girl group,k-pop
bypsB2K6ADXUTBfl	gothic rock,singer-songwriter,experimental
bz6QqJ0JTB1oHkOV	pop
bzHwDeJj9UjIcofm	post-punk,punk,spoken word
bzKC3quTf7xliRmN	folk,pop
bzqg8Cq18O1nJIiQ	electro,electronic,electronica,electroclash
bzyMAj2zih80Su8W	hard rock,post-grunge
c0DOx4e1YPc1Gdhn	rap,underground rap
c0QsAKW6CrKULjVQ	rap,rap
c0VQUnEe2miJhKSn	rap,hip hop
c0oTPqvKZKkIyvkx	electronic,electroclash,electropop,synthpop,electronica
c1NfTE4ELlK56buS	ambient,contemporary classical,soundtrack,electronic
c1RfCbcaU8UjIl5C	electronic,synthpop,new wave,post-punk
c1U1QpDeVb5657Jb	experimental,electronic,singer-songwriter
c1VjMYXO17ZsIoPx	pop
c2TVWgfugYp9lHcR	nu metal,nu metal,metal,rock
c2fPDlCAAF6AK7sq	latin
c2ver6lYpL1yWUI9	post-hardcore,alternative rock,rock
c31h1TkpfspcVM0N	punk,oi
c3pVu5Vh7lXpomUr	folk,pop
c3rvoc9eNmJ8bNCj	pop,thai pop
c44tYj67oU0cFHe4	mpb,pop
c4NvI7LVw2G9lIV8	pop,pop
c4oeRmbmqozrYQ0M	post-hardcore,post-hardcore,emo,screamo
c5NmembXHyw9yNxs	rock,garage rock,lo-fi
c5qNyFeeXepXU6Mx	pop,rock,pop
c6xpIU8h8Tqt020P	rock,alternative rock,indie rock
c7w6n6KAUo9Psh4U	rock,rock
c88PmdhhS7mXgRZQ	folk
c8CxxTCEAD99pd7w	rap,hip hop
c8J37j3zl9dxOzP9	pop
c8PgsLUYYNVTQEtI	electronic,electronica,techno,big beat
c9MIKOu6DMVQmW73	singer-songwriter,folk,anti-folk
c9W6h4NmedTuTQgP	alternative rock,new wave,rock
c9azALt30ol36Sfr	metal,nwobhm
cAxcW63QKdgQEr6l	progressive metal,metal,progressive rock
cB0Q4iGuS9IQ5Ido	pop
cB6Xtcs569wQnxxl	gothic rock,gothic metal,gothic rock,gothic metal
cBHUZNr249XTmxwL	soul,electronic
cBLLRWdFVuEX3FeJ	j-rock,visual kei,rock,hard rock
cBbuwK42P6TivY32	pop
cBrElDA4dxCJ3C6l	mpb,bossa nova
cBxt9mrvcgPWB7Ph	gothic metal,doom metal,metal
cCTOkAC3enFtOUMh	power metal,symphonic metal,metal
cD7UWcobaN8mLqyb	rock,classic rock
cDBVsXA8aI7P5QiL	britpop
cDUDWICCP4YvwXYU	soul,pop
cDgtmqxPaNaZQeV4	alternative rock,rock
cEAm0nZDHEs4tiXo	indie rock,experimental
cEJHrKsbqXW3uLkT	ambient
cEbpmBXZQ16JLcYn	melodic hardcore,punk,rock
cEkzeQ2Yqmmi1NuR	pagode,samba
cEnxd5Ltx3EgedgS	indie pop,experimental,dream pop,pop,synthpop
cEvDgA1voE4yaxb1	electronic,ambient,electronica,downtempo
cGLi5tm4WpRJwL8g	punk,hardcore punk
cH0LL6St3qiZRfaO	pop,electropop
cH1YE9vFx7jk1rfv	progressive metal,progressive rock,metalcore
cHN1hiQQJOz93Msc	post-rock,experimental,electronic
cHitdXIBiJZdPJEW	folk,indie pop
cHl5TI3jKBcNuuIA	rap
cHskexca51Qry0Tw	country,country rock
cHtHcdeinkUAOF8L	shoegaze,experimental,industrial
cIR5GlaQRMsrcCMK	pop,electronic
cIskT8L3XmYmrBmS	funk,acid jazz
cItkoIyGIr9LrIJS	folk,indie folk
cJaHOM5cdGW2klUa	folk
cJuKNBNeeYlQ7Vds	rap
cKFTcdU3JUGDWb2B	indie rock,rock
cKIYRmQBNTGxx8er	pop,rock
cKSvVxApROAbGJRx	pop
cLg3AIgxxlI1U0sy	downtempo,lounge,electronic
cLkKPegusNN2b7T2	funk,soul
cMHzioKLJ3XhWhrc	indie rock
cMXaDXpguB78WKz4	indie rock,punk,pop punk
cNQFW3pirJTrHbQY	rock
cNTb3CpXBs0mvUC3	rock nacional,pop rock
cNylkOoSfpQ0Nnax	folk,singer-songwriter,country
cOTFYq3WJs2aamwL	shoegaze,alternative rock,indie rock,experimental,experimental rock
cOWHM7Mdr9hqTYp8	experimental,folk,experimental,folk
cPa09lVKwJ1DNaA7	pop,rock,pop rock
cPkE9eyJLx6GBoL2	doom metal,progressive metal,gothic metal
cQ0zoRvoRgcnzEjR	post-hardcore,hardcore,hardcore punk,rock
cQ290rikR8d5JKMs	brega,jovem guarda
cQ2962d0RaXKUsCN	pop
cQQ53HScKnKwPW2k	pop
cQsZfwVrJQcFDRbT	k-pop
cQshYcYPsUiNA7Tp	pop,soul,soul,pop
cQu2iSKTkfzWu3qe	nu metal,alternative rock
cRFIidG8QXsT3ZuD	indie rock,rock,alternative rock
cRZcFdDKBzLxQwtG	technical death metal
cRbAoi8NLm9rrnlZ	post-hardcore
cRdN7qxblxmiwGba	rock,punk,pop rock,pop punk
cS31IowR78ysCs7E	emo
cSJ3rv6DiHqyBJot	rock,indie rock
cT5V6t1fbrGBBVLa	folk metal,classical,doom metal,neofolk,folk metal
cTKycnG91soC0EQP	rock,classic rock,pop,singer-songwriter
cTR9zROwHv8WuPDb	lounge,rock,rock en espanol
cTvlGd7IXjcUxW09	alternative rock,rock
cUNaYKXkpKqYKVf7	electronic
cUT2zCZ1hBxr9H0z	electronic,dubstep,experimental,dubstep,ambient,electronic
cUaqk07LqH7mddcu	pop
cV2axTtnrRZsQKSw	industrial,ebm,aggrotech
cVMgVJIpEkhFiQlR	hip house,electronic,uk funky,rap,electronic
cVYwfz0gxp4WGbz4	post-hardcore
cXObHyfRP9zXpzul	j-pop
cXTVGLCOksWefM7q	pop
cXimRhwBB8HEPiE4	mpb
cXxuXZwzAetR1tDQ	metal,progressive metal,metalcore
cYboSOMMLKKWXrn0	funk
cZ8e4ORu3ST8sM0I	rock
cZXcA0XJNGeXkzgu	classic rock,rock,singer-songwriter,pop
cZxw2bGGvryL8kB8	rap,hip hop
caWnywsQKdyH9BmU	singer-songwriter
cavk0sXOTxs3FLJk	punk
cciNyHBq9rkjKLyy	experimental,mpb,rock,experimental,mpb
cd2mZcSgcOnNNMpB	j-rock
cd6olQ8uvmtJq3C4	downtempo
cdlDm0Ljwooja2H9	lo-fi,experimental,shoegaze,ambient
cdp2w9xlOKFj02pH	ambient,electronic,electronic,ambient
cdrlQKi8EptnYz7f	sertanejo
cdtYnXLkjKctKcZz	pop
ceHoFk2UITZ172aw	electro,electro house,drum and bass,neurofunk
ceMurvtSAArJ0yAA	industrial,gothic rock
ceXwFzD28XT3KHwP	pop
cecbkoxOOnVb2ZJ9	rap,electronic,k-pop
cf6sJ8Tl2Co4BtzM	rock
cfX4i7whBCN74mup	pop,pop
cfa1O9W6VdSgQyhw	rap
cfiDkgCBCwzQWOYt	glam rock
cfnCDKI8VbHs2jd9	punk,punk,post-punk
cgKjyAYHpM5QoXSd	pop
ciiX4dklkSIbwmqg	neofolk
cj0qWQxGkV9zaMRi	folk,singer-songwriter
cjNWhVdO6mb2H3dX	alternative rock,rock
cjYyE8UAC9o9oPfm	forro
ckBvgQf8v5qLUuYo	ambient
ckVFnF7AkRKT9Iip	new wave,pop
ckaKt1njaJekt91k	disney,soundtrack,soundtrack
ckwv1SbW0SEktBLn	contemporary classical
cl1d5Fr8rliarHpy	rock,pop
cldjlH1SMgV9I10R	soundtrack,classical
cmZEB268vbVbUhGy	indie rock,alternative rock,rock
cmwsqSdRME6aLNYH	synthpop
cn5TczLB4jQm39AL	alternative rock,rock
cn5cIXow0ir00qNa	shoegaze,dream pop,post-rock,noise pop
cnFslNvlfALL7ZJC	soundtrack
cnIfyMxPhA53V89i	pop,pop rock
cnP4lKPZu8jfUWHP	jazz,swing,easy listening
cnZGAtU1SnrKddra	country
cnyZUM6yigWZ8lcW	shoegaze,dream pop,indie rock,shoegaze,dream pop
coP1B7rV2E1ZgSqt	hip hop,rap
cobqPU5dWFN2g6ky	rock,alternative rock,hard rock
cop99EBSranLGdjs	alternative rock,rock
cqO02dSdiVvPKzx8	noise,electro,noise pop,electronic,noise pop,lo-fi
crCZy21TXQWbFkGy	worship,hip hop
crFzyeqFkSb4K0TO	classical,opera
crrB8KOjPTgtV2ad	metalcore,post-hardcore,screamo,hardcore
crs60EtFSRAxDkzH	post-punk,rock,singer-songwriter,alternative rock
ct7bVVlVkBhAFLYM	pop,electropop,electronic
ctZd9CAMpqy9XjVf	electropop,electronic,house
ctlsoJYATG0HAqko	soundtrack
cudXzRRb1vbS8Kdx	psychedelic rock
cut5UFvCdLIYnXEr	post-hardcore,screamo,emocore,hardcore,post-hardcore,screamo,emocore
cvc9vgjLRH1He6KJ	stoner rock,sludge metal,metal
cvxuj49cKp4aRh4r	pop rock,pop
cwhv5CpgKslLAmUr	latin
cwiZYNfqsd4SyuTA	funk,pop
cwtOkntn5tcz5MYO	indie rock
cwx9veaKUEzw6evL	funk,acid jazz
cx7Nqp8UVV51mYMC	electronic,synthpop,electronica
cyRMqYRBDcRleNsa	post-punk,new wave,dream pop
cyT9Tv23GrgnAcpw	singer-songwriter
cyVqOKOMyHHkrR27	downtempo,lounge,electronic
cyqzXkXOOKIB9zdc	pop
czGR7pTsV6UyfZyc	atmospheric black metal,black metal,dark ambient
czggisdgwcizxCV9	folk
czvd0Ao7P0KV1uMB	salsa
d0MOmuVVM9KBQiiC	gothic metal,symphonic metal
d0aswhzYC2ZqMzud	thrash metal,metal,hard rock
d0cUXIetpuWjoETL	pop,electronic,dubstep
d1Wqi6ncXRfhEpOn	pop,pop
d1fYUEnvKW7E7jVc	emo,post-hardcore
d2mh4hWjfW0rmHvz	rock
d35iXg7GmGpOTuuT	indie rock,rock
d3XJODyFgcy3ZPiY	trance,electronic
d3XsHNV1UNoNx5gc	dream pop
d3Z8kIYMeLbiZWYR	dub,reggae,reggae,dub
d3aQlD9eyXSIDM3p	rap
d3rnBgVE8tAWRUgC	indie rock
d41q23C3RzLCuhyi	singer-songwriter,rock,pop rock
d41rVa4fkK2uBVTh	underground hip hop,hip hop
d4RdoOUWkxPBJtkB	indie pop
d4toJom4WfS3zx8h	pop,pop rock,teen pop
d4v7MgW4JZhlsrE8	neofolk,folk
d4v8YU6YvDVqCZkc	viking metal,folk metal
d5B55Bk3l9LxTKZo	soul
d6UsE8dg3m9NgAOk	punk
d6zTS27fzoySRhTd	alternative rock,rock
d7LUnjrh9V7ORJSu	lo-fi,noise pop,indie rock
d7NgZeGLMUMtG8kK	folk metal,folk rock
d7QHDkDK4cXrIuLu	country
d7Y8U8RXZSdKGYk0	britpop
d7ivSqjtaFDGHu2p	contemporary classical
d83HsVAIrEFaAJ5D	pop,disco,pop
d8GT82qTPHbJFsqN	electronic
d8riXUibMsxBq7eA	lo-fi,ambient,indie folk
d8syBjdNDWoy87As	britpop
d9gqQrTy6u3fml8j	shoegaze,space rock
dAVSHlWNfvQTLyU7	punk,rock,violin,punk,rock
dAZsHUJ3OPr4Wwz4	glam rock,classic rock,rock
dBGg6kM6ZrBfA5ZH	pop
dBKSiW5Jh7FqUqTS	hard rock
dBN1jkuchsGU5X5r	electronic,techno
dBSALjcI00vCQNYT	rock,rock
dBmY626rpQspSGuB	lo-fi,post-punk,experimental,lo-fi
dCARCidUqQ5k2Bm8	alternative metal,groove metal,djent,thrash metal,metalcore,metal
dDGHGXWwkKHGnLau	synthpop,pop
dDHKN9U5bWG7dqmb	soul
dDiwF9ctvCCELTE4	rap,hip hop
dDyJBl7FGVK0IaSE	rock,alternative rock,emo
dE5BHELZHqUhNa79	indie rock,rock
dFJF4Ip54UdVAAQl	hard rock,classic rock,metal
dFJdDlSyWECT25PV	funk,soul,rhythm and blues
dFSAqmJvCkZAMEHH	rap,hip hop
dFTPlYByIaC04qVY	southern rock,classic rock,rock
dFaoGkAXWhAzWF0V	mpb,bossa nova
dFw4uIKeFCx32If9	grunge,riot grrrl,alternative metal
dGRO6FY1BRlU9az4	indie rock
dH1yAwifW0fSu1p1	pop
dH77BneQXfLdLRHP	classic rock,rock
dIME7mg1G2WHUAcE	electronic
dJ7NGiyfZ0jsw48q	black metal,melodic black metal
dJI2bNwz6Ei3mtko	disco
dJxMJaQj015mf6dN	indie pop
dK4L2hw63zomOqRL	folk,singer-songwriter
dKZS5hhjbx9OA0gI	rock,pop,alternative rock
dKlkQ3xm3H2SSX3T	indie pop,indie rock
dKs6Vloq5HG3ezq7	dream pop,shoegaze
dLDFtW8U2pTHfXHJ	britpop,britpop
dLE3N9WRWNP4VHNY	rap
